type,director,cast,date_added,year_added,release_year,duration,listed_in,Type,Netflix Exclusive,Score
Movie,Bilal Lashari,"Shaan Shahid, Shamoon Abbasi, Ayesha Khan, Meesha Shafi, Ali Azmat, Hamza Abbasi, Kamran Lashari","July 1, 2017",2017,2013,130 min,"Action & Adventure, International Movies",,,
Movie,Param Gill,"Niharica Raizada, Rajat Barmecha, Lucy Pinder, Om Puri, Gulshan Grover, Tim Man, Ron Smoorenburg, KaramVeer Chaudhary","November 1, 2017",2017,2016,120 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",,,
Movie,Anu Menon,"Naseeruddin Shah, Kalki Koechlin, Rajat Kapoor, Rajeev Ravindranathan, Ratnabali Bhattacharjee, Suhasini, Arjun Mathur","May 1, 2018",2018,2015,94 min,"Dramas, International Movies",,,
Movie,Ayaan Mukherji,"Ranbir Kapoor, Konkona Sen Sharma, Shruti Bapna, Krutika Bolaki, Namit Das, Munir Kabani, Mohsin Ali Khan, Anupam Kher, Rahul Khanna, Kainaz Motivala","October 1, 2018",2018,2009,132 min,"Comedies, International Movies, Romantic Movies",,,
Movie,Robin Swicord,"Bryan Cranston, Jennifer Garner, Jason O'Mara, Beverly D'Angelo, Ian Anthony Dale, Pippa Bennett-Warner, Isaac Leyva, Victoria Bruno, Ellery Sprayberry, Tracey Walter","March 2, 2019",2019,2016,109 min,Dramas,,,
Movie,"Marc Francis, Max Pugh","Benedict Cumberbatch, Thich Nhat Hanh","December 26, 2017",2017,2017,94 min,Documentaries,,,
Movie,Conor Allyn,"Spencer Locke, Missi Pyle, Sherri Shepherd, Bailey Chase, Alyvia Alyn Lind, Max Ehrich, Corbin Bleu, Kathleen Rose Perkins","March 8, 2019",2019,2019,100 min,"Children & Family Movies, Dramas",,,
Movie,"Alex Smith, Andrew J. Smith","Matt Bomer, Josh Wiggins, Bill Pullman, Alex Neustaedter, Lily Gladstone","October 1, 2019",2019,2017,96 min,"Dramas, Independent Movies, Thrillers",,,
Movie,"Chris Buck, Jennifer Lee, Patrick Osborne, Lauren MacMullan, John Kahrs, Nathan Greno, Byron Howard, Stevie Wermers, Dean Wellins, Kevin Deters, Roger Allers, Mike Gabriel, Mark Henn","Kristen Bell, Josh Gad, Jonathan Groff, Idina Menzel, Geoffrey Jones, Alfre Woodard, Carrie Harrington, Tim Hodge, David Murray, Sarah Chalke, Dave Foley, Derek Richardson, Betty White, Zachary Levi, Mandy Moore","October 25, 2015",2015,2015,90 min,Children & Family Movies,,,
Movie,Linda Mendoza,Wanda Sykes,"May 21, 2019",2019,2019,66 min,Stand-Up Comedy,,,
Movie,"Syrine Boulanouar, Nekfeu",Nekfeu,"December 1, 2019",2019,2019,95 min,"Documentaries, International Movies, Music & Musicals",,,
Movie,Philip G. Atwell,"Jet Li, Jason Statham, John Lone, Devon Aoki, Luis Guzmán, Saul Rubinek, Sung Kang, Mathew St. Patrick, Nadine Velazquez, Andrea Roth, Mark Cheng, Kane Kosugi, Ryo Ishibashi, Steph Song","April 1, 2019",2019,2007,103 min,Action & Adventure,,,
Movie,Hernán Zin,,"July 1, 2019",2019,2013,61 min,"Documentaries, International Movies",,,
Movie,Faraz Haider,"Sharman Joshi, Soha Ali Khan, Javed Jaffrey, Dalip Tahil, Mukul Dev, Sanjay Mishra, Vivek Rana, Manoj Pahwa","March 2, 2019",2019,2013,109 min,"Comedies, Dramas, International Movies",,,
Movie,Steven Spielberg,"Emily Watson, David Thewlis, Peter Mullan, Niels Arestrup, Tom Hiddleston, Jeremy Irvine, Benedict Cumberbatch, Toby Kebbell, David Kross, Eddie Marsan, Nicolas Bro, Rainer Bock, Patrick Kennedy, Liam Cunningham","May 6, 2019",2019,2011,147 min,Dramas,,,
Movie,David Michôd,"Brad Pitt, Topher Grace, Emory Cohen, John Magaro, Scoot McNairy, Anthony Michael Hall, Will Poulter","May 26, 2017",2017,2017,123 min,"Comedies, Dramas",,,
Movie,John Michael McDonagh,"Alexander Skarsgård, Michael Peña, Theo James, Tessa Thompson, Caleb Landry Jones, Paul Reiser, Stephanie Sigman, David Wilmot, Malcolm Barrett","December 3, 2019",2019,2016,98 min,"Action & Adventure, Comedies",,,
Movie,Hadi El Bagoury,"Nada Al Alfi, Bassel El Kadi, Samira Maqroun, Tareq Abdalla, Ahmed Awni, Emad Ghoniem, Abeer Mansour, Youssef Mohamed","April 18, 2019",2019,2014,73 min,"Horror Movies, Independent Movies, International Movies",,,
Movie,Jack Zagha Kababie,"José Carlos Ruiz, Hoze Meléndez","November 1, 2017",2017,2015,92 min,"Comedies, Dramas, International Movies",,,
Movie,A. L. Vijay,"G.V. Prakash Kumar, Samyuktha Hegde, Suman, Raj Arjun, Yogi Babu, Munishkanth","September 4, 2019",2019,2019,93 min,"Comedies, Dramas, International Movies",,,
Movie,Marina Zenovich,,"February 1, 2018",2018,2017,78 min,Documentaries,,,
Movie,Tiffanie Hsu,,"July 25, 2018",2018,2018,68 min,Documentaries,,,
Movie,Bejoy Nambiar,"Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari, Manav Kaul, Neil Nitin Mukesh, John Abraham","August 1, 2019",2019,2016,98 min,"Dramas, International Movies, Thrillers",,,
Movie,Gabriel Julien-Laferrière,"Julie Gayet, Thierry Neuvic, Julie Depardieu, Lucien Jean-Baptiste, Claudia Tagbo, Philippe Katerine, Chantal Ladesou, Arié Elmaleh, Nino Kirtadze, Caterina Murino, Teïlo Azaïs, Louvia Bachelier, Violette Guillon, Sadio Diallo, Benjamin Douba-Paris, Lilian Dugois, Luna Aglat, Chann Aglat","April 14, 2017",2017,2016,99 min,"Comedies, International Movies",,,
Movie,Sidharth Malhotra,"Kajol, Kareena Kapoor, Arjun Rampal, Nominath Ginsberg, Iravati Harshe, Aachal Munjal, Diya Sonecha","October 1, 2018",2018,2010,119 min,"Dramas, International Movies",,,
Movie,Daniel Yee Heng Chan,"Lam Yiu-sing, Ma Chi Wai, Wiyona Yeung, Eric Kot, Yuen Qiu, Lisa Cheng, Jason Li","June 1, 2019",2019,2019,109 min,"Action & Adventure, International Movies, Sports Movies",,,
Movie,Burhan Qurbani,"Jonas Nay, Trang Le Hong, Devid Striesow, Joel Basman, Saskia Rosendahl, Paul Gäbler, David Schütter, Jakob Bieber, Swantje Kohlhof, Mai Duong Kieu","January 15, 2017",2017,2014,123 min,"Dramas, International Movies",,,
Movie,Chris Stokes,"Charles Malik Whitfield, Draya Michele, Elise Neal, Cassidey Fralin, Brian White, Valarie Pettiford, Gary Anthony Sturgis, Jessica Vanessa DeLeon","July 16, 2019",2019,2018,83 min,Thrillers,,,
Movie,Stacie Passon,"Taissa Farmiga, Alexandra Daddario, Crispin Glover, Sebastian Stan, Paula Malcomson, Peter Coonan, Ian Toner, Joanne Crawford","September 14, 2019",2019,2018,95 min,"Dramas, Thrillers",,,
Movie,David Serrano,"Hugo Silva, Michelle Jenner, Ernesto Sevilla, Belén Cuesta, Óscar Ladoire, Ilay Kurelovic, Verónica Forqué, Luis Jaspe, Borja Luna, José Luis Marín","September 1, 2016",2016,2016,91 min,"Comedies, International Movies, Romantic Movies",,,
Movie,Jeremiah Zagar,"Evan Rosado, Josiah Gabriel, Isaiah Kristian, Raúl Castillo, Sheila Vand, Giovanni Pacciarelli, Terry Holland, Moe Isaac, Mickey Anthony, Tom Malley","February 11, 2019",2019,2018,93 min,"Dramas, Independent Movies",,,
Movie,Alejandro Agresti,"John Cusack, Paul Hipp, Kevin Morris, Alejandro Agresti, Mario Alarcón, Norman Briski, Lucila Solá, Juana Viale, Pablo Bossi, Leticia Brédice","August 15, 2017",2017,2015,94 min,"Comedies, Dramas, Independent Movies",,,
Movie,Greg MacGillivray,,"July 1, 2018",2018,2017,38 min,"Documentaries, International Movies",,,
Movie,Fritz Ofner,,"March 2, 2019",2019,2018,89 min,"Documentaries, International Movies",,,
Movie,Antoni Krauze,"Halina Buyno-Łoza, Zofia Cegiełkowa, Barbara Chojecka, Eugenia Horecka, Zygmunt Zintel, Henryka Janikowska, Lena Wilczyńska, Jerzy Block","October 1, 2019",2019,1983,91 min,"Dramas, International Movies",,,
Movie,Reem Kherici,"Reem Kherici, Nicolas Duvauchelle, Julia Piaton, Sylvie Testud, François-Xavier Demaison, Chantal Lauby, Lionnel Astier, Ève Saint-Louis, Victoria Monfort, Amelie Fonlupt","October 19, 2017",2017,2017,94 min,"Comedies, International Movies, Romantic Movies",,,
Movie,Abby Epstein,,"May 14, 2019",2019,2018,94 min,Documentaries,,,
Movie,Chi Fat Chan,"Liu Kai Chi, Lam Yiu-sing, Tony Tsz-Tung Wu, Poon Chan-leung, Sun Li Man, Tam Sin Yin, Sham Ka Ki, Wang Simin, Jan Lamb","September 27, 2018",2018,2016,95 min,"Dramas, Independent Movies, International Movies",,,
Movie,Ashish R. Mohan,"Arshad Warsi, Jacky Bhagnani, Lauren Gottlieb, Dalip Tahil, Pavan Malhotra, Ayub Khoso, Adnan Shah","March 1, 2018",2018,2015,124 min,"Comedies, International Movies",,,
Movie,Riccardo Milani,"Claudio Bisio, Kasia Smutniak, Beppe Fiorello, Remo Girone, Massimo Popolizio, Cesare Bocci, Omero Antonutti, Michele Alhaique, Franco Ravera, Patrizio Rispo, Piera Degli Esposti, Gianni Cavina","October 1, 2016",2016,2013,99 min,"Comedies, International Movies",,,
Movie,"Stephen Donnelly, Olly Reid, Jun Falkenstein","Debi Derryberry, Cassandra Morris, Salli Saffioti, Larissa Gallagher, Cristina Milizia, Michael Sorich, Jonquil Goode, Travis Dresden, Evan Smith","October 1, 2017",2017,2016,73 min,Children & Family Movies,,,
Movie,Abel Ferrara,"Gérard Depardieu, Jacqueline Bisset, Marie Mouté, Paul Calderon, Paul Hipp, Pamela Afesi, Chris Zois, Shanyn Leigh, Drena De Niro, Amy Ferguson, Aurelie Claudel, Nikki James","March 23, 2017",2017,2014,108 min,"Dramas, Independent Movies",,,
Movie,Shyam Benegal,"Shreyas Talpade, Amrita Rao, Ravi Kishan, Ila Arun, Rajeshwari Sachdev, Divya Dutta, Yashpal Sharma, Ravi Jhankal, Lalit Mohan Tiwari","November 1, 2018",2018,2008,131 min,"Comedies, Dramas, International Movies",,,
Movie,Trevor Ryan,"Bill Sage, Sabina Gadecki, Anastasia Baranova, Dolph Lundgren, Thomas Dekker, Karrueche Tran, Chris Zylka, Keelin Woodell, Garrett Clayton, Shad Gaspard, Rory Culkin","February 6, 2018",2018,2017,84 min,"Comedies, Horror Movies, Independent Movies",,,
Movie,Benjamin Weill,"Devi Couzigou, Mathis Crusson, Victor Le Blond, Sullivan Loyez, Pierre-François Martin-Laval, Hugo Chalan-Marchio","October 28, 2016",2016,2016,81 min,"Comedies, Dramas, International Movies",,,
Movie,Stanisław Różewicz,"Zygmunt Hübner, Arkadiusz Bazak, Tadeusz Schmidt, Józef Nowak, Tadeusz Pluciński, Bogusz Bilewski","October 1, 2019",2019,1967,93 min,"Classic Movies, Dramas, International Movies",,,
Movie,Michael Fahey,"Ron Perlman, Louie Simmons","August 9, 2019",2019,2019,96 min,"Documentaries, Sports Movies",,,
Movie,David Wain,"Janeane Garofalo, David Hyde Pierce, Michael Showalter, Marguerite Moreau, Michael Ian Black, Zak Orth, A.D. Miles, Paul Rudd, Christopher Meloni, Molly Shannon, Ken Marino, Joe Lo Truglio, Amy Poehler, Bradley Cooper, Gideon Jacobs, Elizabeth Banks","March 1, 2019",2019,2001,98 min,"Comedies, Cult Movies, Independent Movies",,,
Movie,Tommy Wirkola,"Noomi Rapace, Willem Dafoe, Glenn Close, Marwan Kenzari, Christian Rubeck, Pål Sverre Hagen, Tomiwa Edun, Cassie Clare, Cameron Jack, Clara Read, Robert Wagner","August 18, 2017",2017,2017,124 min,"Action & Adventure, Sci-Fi & Fantasy",,,
Movie,Liz Garbus,,"June 26, 2015",2015,2015,103 min,"Documentaries, Music & Musicals",,,
Movie,Robert Zemeckis,"Harrison Ford, Michelle Pfeiffer, Diana Scarwid, Joe Morton, James Remar, Miranda Otto, Wendy Crewson, Ray Baker, Micole Mercurio, Amber Valletta, Sloane Shelton","January 1, 2020",2020,2000,130 min,"Horror Movies, Thrillers",,,
Movie,Rebecca Harrison,,"February 1, 2019",2019,2017,52 min,Documentaries,,,
Movie,Josh Mendoza,"Lulu Antariksa, Colin O'Donoghue, Mimi Rogers, Peter O'Brien, Dohn Norwood, Jeff Kober, Roshon Fegan, Siena Goines, Chris Ellis, Tobias Jelinek","December 21, 2018",2018,2018,91 min,"Dramas, Thrillers",,,
Movie,"Bert Marcus, Cyrus Saidi",,"July 1, 2018",2018,2017,96 min,"Documentaries, Music & Musicals",,,
Movie,Dennie Gordon,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins, Anna Chancellor, Jonathan Pryce, Oliver James, Christina Cole","June 1, 2019",2019,2003,105 min,"Children & Family Movies, Comedies",,,
Movie,Huang Lei,"Huang Lei, Sun Li, Lee Li-Chun, Zhang Weixin, Hai Qing, Wang Xun, Wei Daxun, Lorene Ren, Lei Huang","July 1, 2018",2018,2017,102 min,"Comedies, Dramas, International Movies",,,
Movie,"Marta Jaenes, Rosa Márquez",,"November 25, 2019",2019,2019,87 min,"Documentaries, International Movies",,,
Movie,Gurmmeet Singh,"Dimple Kapadia, Vishal Sharma, Sumit Suri, Anand Tiwari, Deepti Pujari, Manu Rishi Chadha, Geetika Tyagi, Manjot Singh, Sabina Sheema","May 1, 2017",2017,2013,96 min,"Comedies, International Movies",,,
Movie,"Kip Andersen, Keegan Kuhn",,"June 16, 2017",2017,2017,92 min,Documentaries,,,
Movie,Saket Behl,"Harish Verma, Isha Rikhi, Vipul Roy, Binnu Dhillon, Poonam Rajput, B.N. Sharma, Satti Sembi","October 1, 2018",2018,2015,140 min,"Comedies, International Movies, Romantic Movies",,,
Movie,Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen, Darlene Cates, Laura Harrington, Mary Kate Schellhardt, Kevin Tighe, John C. Reilly, Crispin Glover","November 20, 2019",2019,1993,118 min,"Classic Movies, Dramas, Independent Movies",,,
Movie,"Rudy Soedjarwo, Riri Riza","Dian Sastrowardoyo, Nicholas Saputra, Ladya Cheryll, Titi Kamal, Sissy Priscillia, Adinia Wirasti, Dennis Adhiswara","December 8, 2018",2018,2002,110 min,"Dramas, International Movies, Romantic Movies",,,
Movie,Ashutosh Gowariker,"Priyanka Chopra, Harman Baweja, Suzy Brack, Gene Fojtik, Anjan Srivastav, Darshan Jariwala, Dilip Joshi, Daya Shankar Pandey, Yuri Suri, Rajesh Vivek, Geeta Tyagi","August 15, 2018",2018,2009,203 min,"Comedies, International Movies, Music & Musicals",,,
Movie,Jeremy Rush,"Frank Grillo, Caitlin Carmichael, Garret Dillahunt, Shea Whigham, Wendy Moniz, John Cenatiempo, Slaine","October 20, 2017",2017,2017,82 min,Action & Adventure,,,
Movie,Gonzalo Bendala,"Julián Villagrán, Marian Álvarez, Ester Expósito, Sira Alonso de Alarcón, Asia Ortega, Daniel Jumillas, Christian Mulas","December 28, 2018",2018,2018,96 min,"Dramas, International Movies, Thrillers",,,
Movie,"Ritu Sarin, Tenzing Sonam",,"December 25, 2016",2016,2013,75 min,"Documentaries, International Movies",,,
Movie,"Heidi Brandenburg, Mathew Orzel",,"November 30, 2016",2016,2016,103 min,"Documentaries, International Movies",,,
Movie,Ari Sandel,"Adam DeVine, Alexandra Daddario, Shelley Hennig, Robbie Amell, Andrew Bachelor","February 9, 2018",2018,2018,97 min,"Comedies, Romantic Movies",,,
Movie,Marek Kanievska,"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Anne Pitoniak, Bruce MacVittie, Irma St. Paule, Michel Perron, Dorothy Gordon, Rita Tuckett","January 15, 2020",2020,2000,89 min,"Action & Adventure, Comedies, Dramas",,,
Movie,Scott Zabielski,"Andrew Bachelor, Kat Graham, Mike Epps, Terry Crews, Method Man, Logan Paul, Allen Maldonado, Josh Brener, Devon Werkheiser, Retta","January 22, 2018",2018,2017,86 min,Comedies,,,
Movie,Noah Baumbach,"Ben Stiller, Naomi Watts, Adam Driver, Amanda Seyfried, Charles Grodin, Adam Horovitz, Dree Hemingway, Brady Corbet, Maria Dizzia, Matthew Maher, Peter Yarrow, Dean Wareham","October 23, 2017",2017,2015,97 min,"Comedies, Dramas, Independent Movies",,,
Movie,Diego Pignataro,Whindersson Nunes,"August 15, 2019",2019,2019,69 min,Stand-Up Comedy,,,
Movie,Paul Raschid,"Shauna MacDonald, Oded Fehr, Amrita Acharia, Sharon Maughan, Nicholas Farrell, Candis Nergaard, Marcus Griffiths, Adrianna Edwards, Sumit Chakravarti, Lisa Reynolds","August 1, 2019",2019,2018,89 min,"Sci-Fi & Fantasy, Thrillers",,,
Movie,Michael Curtiz,"Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen, Dean Jagger, Mary Wickes, John Brascia, Anne Whitfield, George Chakiris","July 15, 2012",2012,1954,120 min,"Children & Family Movies, Classic Movies, Comedies",,,
Movie,Alexandre Espigares,"Nick Offerman, Rashida Jones, Paul Giamatti, Eddie Spears, David Boat, Sean Kenin, Raquel Antonia, Daniel Hagen, Stephen Kramer Glickman, William Calvert, Jason Grasl, Armando Riesco","July 6, 2018",2018,2018,88 min,"Children & Family Movies, Dramas",,,
Movie,Elizabeth Wood,"Morgan Saylor, Brian 'Sene' Marc, Justin Bartha, Chris Noth, Adrian Martinez, India Menuez, Anthony Ramos, Ralph Rodriguez, Annabelle Dexter-Jones","December 2, 2016",2016,2016,90 min,"Dramas, Independent Movies",,,
Movie,Benjamin Turner,"Lyndon Ogbourne, Billy Zane, Billy Boyd, Joel Dommett, Elliot Gleave, Gala Gordon, Darren Day, Owain Arthur, Craig Gazey, Ben Cura","September 25, 2017",2017,2016,91 min,"Comedies, Independent Movies, Thrillers",,,
Movie,Marcus Raboy,Whitney Cummings,"July 30, 2019",2019,2019,59 min,Stand-Up Comedy,,,
Movie,John Fortenberry,Whitney Cummings,"January 1, 2019",2019,2010,48 min,Stand-Up Comedy,,,
Movie,Jota Linares,"María Pedraza, Jaime Lorente, Pol Monen, Andrea Ros","April 13, 2019",2019,2019,94 min,"Dramas, International Movies",,,
Movie,Drew Stone,Michael Alago,"September 1, 2017",2017,2017,78 min,"Documentaries, LGBTQ Movies, Music & Musicals",,,
Movie,Martin Scorsese,"Zina Bethune, Harvey Keitel, Anne Collette, Lennard Kuras, Michael Scala, Harry Northup, Susan Wood, Marissa Mathes, Catherine Scorsese","July 1, 2019",2019,1967,90 min,"Classic Movies, Dramas, Independent Movies",,,
Movie,"Milla Harrison-Hansley, Alicky Sussman",Giles Yeo,"February 1, 2019",2019,2016,50 min,Documentaries,,,
Movie,Dhruv Dhawan,,"October 15, 2017",2017,2016,84 min,Documentaries,,,
Movie,Tudor Giurgiu,"Emilian Oprea, Mihai Constantin, Andreea Vasile, Dan Condurache, Liviu Pintileasa, Mihai Smarandache, Alin Florea, Lucretia Mandric","December 1, 2019",2019,2015,126 min,"Dramas, International Movies, Thrillers",,,
Movie,"Frank Capra, Anatole Litvak",,"March 31, 2017",2017,1943,82 min,Documentaries,,,
Movie,Nick Moore,"Emma Roberts, Kimberley Nixon, Juno Temple, Linzey Cocker, Sophie Wu, Alex Pettyfer, Georgia King, Natasha Richardson, Aidan Quinn, Lexi Ainsworth","November 1, 2019",2019,2008,98 min,"Comedies, Romantic Movies",,,
Movie,Andy Tennant,"Shirley MacLaine, Jessica Lange, Billy Connolly, Santiago Segura, Howard Hesseman, Matt Walsh, Jay Hayden, Rebecca Da Costa, Demi Moore","May 13, 2017",2017,2016,86 min,Comedies,,,
Movie,Barry Sonnenfeld,"Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek, M. Emmet Walsh, Ted Levine, Frederique Van Der Wal, Musetta Vander, Sofia Eng, Bai Ling","January 1, 2020",2020,1999,106 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",,,
Movie,Morgan Matthews,,"November 4, 2017",2017,2017,105 min,"Documentaries, International Movies, Sports Movies",,,
Movie,Mel Stuart,"Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear, Julie Dawn Cole, Leonard Stone, Denise Nickerson, Dodo Denney, Paris Themmen, Ursula Reit","January 1, 2020",2020,1971,100 min,"Children & Family Movies, Classic Movies, Comedies",,,
Movie,Joe Swanberg,"Jake Johnson, Aislinn Derbez, Joe Lo Truglio, Keegan-Michael Key, Nicky Excitement","April 7, 2017",2017,2017,89 min,"Comedies, Independent Movies, Romantic Movies",,,
Movie,Amy Poehler,"Amy Poehler, Maya Rudolph, Ana Gasteyer, Rachel Dratch, Paula Pell, Emily Spivey, Tina Fey, Jason Schwartzman","May 10, 2019",2019,2019,104 min,Comedies,,,
Movie,Pascale Lamche,,"February 26, 2018",2018,2017,85 min,"Documentaries, International Movies",,,
Movie,John Duigan,"Judy Davis, Bryan Brown, Cathy Downes, Baz Luhrmann, Peter Mochrie, Mervyn Drake, Margie McCrae","November 1, 2016",2016,1981,86 min,"Classic Movies, Dramas",,,
Movie,Evgeny Afineevsky,,"October 9, 2015",2015,2015,99 min,"Documentaries, International Movies",,,
Movie,Debra Granik,"Jennifer Lawrence, John Hawkes, Kevin Breznahan, Dale Dickey, Garret Dillahunt, Sheryl Lee, Lauren Sweetser, Tate Taylor","March 1, 2019",2019,2010,100 min,"Dramas, Independent Movies",,,
Movie,Zach Braff,"Zach Braff, Kate Hudson, Donald Faison, Joey King, Josh Gad, Jim Parsons, Pierce Gagnon, Mandy Patinkin, Ashley Greene, Michael Weston","August 16, 2018",2018,2014,106 min,"Comedies, Dramas, Independent Movies",,,
Movie,Theo Davies,"Andrew Steel, Kirby Bliss Blanton, Tom Sizemore, Danny Trejo, Frank Whaley, Robert Pine, Fay Masterson, Steven Michael Quezada, Bruce Davison, Dale Dickey, Kenny Roberts, Colin Edwards, Casey Stoner, Freddie Spencer","December 3, 2019",2019,2019,108 min,"Children & Family Movies, Dramas",,,
Movie,Adrian Murray,"Aaron Keogh, Molly Reisman, Dean Tardioli, Greg Wasylyszn, Adrian Murray, Kelly Paoli, Earl Oliveros, Hallie Burt","May 1, 2018",2018,2017,74 min,"Dramas, Independent Movies",,,
Movie,Cosima Spender,,"May 31, 2017",2017,2011,80 min,Documentaries,,,
Movie,Omoni Oboli,"Omoni Oboli, Kenneth Okonkwo, Kalu Ikeagwu, Uche Jumbo, Ufoma Ejenobor, Julius Agu, Udoka Oyeka, Chioma Chukwuka-Akpotha, Kehinde Bankole","December 6, 2019",2019,2016,92 min,"Comedies, Dramas, International Movies",,,
Movie,Omoni Oboli,"Uche Jumbo, Omoni Oboli, Sola Sobowale, Chioma Chukwuka-Akpotha, Ufuoma McDermott, Odunlade Adekola, Kalu Ikeagwu, Kenneth Okonkwo","December 6, 2019",2019,2017,93 min,"Comedies, Dramas, International Movies",,,
